tweet,gold_reply,intent
"ios11 fucked up my iPhone 6, now I m forced to get a new iPhone.. at least give us the option to roll back the stupid update","We'd love to help. To begin, please DM us what you're experiencing, as well as the exact iOS 11 version that's installed:",device_setup
"update: she's here but barely breathing, USB ports don't work, charging is spotty send help pls","We're here to help! To get started, send us a DM with your device type and macOS version that you're running.",charging_issue
I got a new phone and my iMessage or FaceTime on my laptop won t sync to my phone. HELP,Let's work on resolving this issue together. Congrats on your new iPhone. Did you restore from a backup to set up the device? DM the answer below.,icloud_sync
My phone is getting worse & worse with no LOW BATTERY WARNING & UPDATE REARRANGE ALL ICONS not 8hrs STANBY NO MORE #suggestions plz?,"When did you first notice these issues, Diane? Please send us a DM. We'll look at this together.",battery_issue
"leg dit even uit? Dit is mijn oud e-mail adress/apple id, sinds een recente update krijg ik constant deze melding. Ik heb sinds paar jaar een nieuw e-mail adres en ook een apple id op dit adres. Ik was (nog altijd) het wachtwoord kwijt van het oude e-mail & apple-id",We offer support via Twitter in English. Contact us for help in your preferred language here:,apple_id_login
"I got all my iTunes music back, iCloud Music Library is turned on. Is there a way to bulk download?","That's good iCloud Music Library is enabled. For your download question, do you mean downloading all music at once from Apple Music? If yes, any songs you d like to download for offline use will need to be downloaded by individual song or album.",icloud_sync
Going to a party tonight n can t upload any pics bc my iCloud is acting up pls resolve xo,Send us a DM with more details please. Include the country you're in and we'll do our best to help.,icloud_sync
First time this has happened. I reset it yesterday bc it wouldn t pair with my new iPhone. It says version 4.1,Let's try following this helpful article to get you set up with your new iPhone: Let us know if this helps.,device_setup
"Well.. looks like #iOS11 update to .0.3 didn t help the battery... ...issue (sorry, had to recharge). #apple #iphone #update",We're here to help revive your battery life. Meet us in DM with which device you're using to get started.,battery_issue
what is it with this ios11 update? It just seems to completely drain my battery after just a few hours #iphone,That's certainly not the experience we want you to have with iOS 11. Let's look into it closer in DM:,battery_issue
Riddle me this . Why is my phone on 20% and my Apple charging cable all of a sudden not a supported accessory?,Let's look into that. Send us a DM and we'll go from there.,charging_issue
"good afternoon. Was just introduced to iCloud photo backup in an attempt to get more storage out of my phone. I ve plugged it into the charger and I m on WiFi, photos aren t syncing to the cloud. What am I doing wrong?","We are glad to help. When you go to Settings > Photos, is iCloud Photo Library turned on? Have you attempted to use a different Wi-Fi network?",charging_issue
"Apple Pencil keeps cutting out/not working every ~30 seconds since updating to ios 11, what's up with that","We want you to enjoy using your Apple Pencil with iOS 11 on your iPad, and we can help. Is your iPad running iOS 11.0.2?",software_update
"picked up my charger and it literally burned my hand. you can see the smoke coming off of it. umm...explanation please? this is a new charger purchased from apple directly...if my phone was connected, it would ve blew up for sure.",Your safety is our number one concern. Please send us a DM including which country you're located in.,charging_issue
"never had to do so many hard resets on a phone, ios 11 has essentially turned my phone into a brick can I have my money back","Let us help. Can you tell us more details of what's happening? Also, the version the iOS 11 in Settings > General > About?",billing_refund
"Please, this alert doesn t tell me what I m giving my password to or what for and it bothers me constantly. How am I supposed to know some third party app isn t trying to scam me?",Thanks for reaching out. DM which app you are in when you see this message appear to get started.,account_security
restore from iCloud backup and poof! All my achievements gone. Sigh.,We'd like to hep with this. Did you restore from a recent backup or older one? DM us your reply to continue.,icloud_sync
"So I can t have them both on at the same time? Like, if touch doesn t recognise A finger it turns to passcode but it doesn t work with gloves because it doesn t recognise it as a finger?","Both features can be used, however you would need to use Touch ID without gloves. To enter the passcode on your iPhone with Touch ID active, press the home button. This would allow the lock screen to show the passcode option.",apple_id_login
I m not trying to be a bummer but you are killing me. Stupid update my phone s acting stupid it s sending mail from an address that I don t use and why??? And the spelling sucks!!! screwing up my WORK,We definitely want to get to the bottom of any issues you are still experiencing. Let's dig into this deeper over DM. Please message us there:,software_update
the app store doesn t work,"We'd like to help. What happens when you try to use the App Store? Also, which device and software version are you using?",app_store
It s iOS 11.1.2 iPhone 6s since I upgrade from iOS 10.3.3 and not only that when I have my phone connected to CarPlay and I receive a call it blocks it,"Got it, thanks. Does a restart help? Let us know in DM:",device_setup
macOS High Sierra transformed my 2012 retina MacBook Pro from reliable working machine to a computer which hard-crashes five times a day,We'd like to look into this with you. Let us know more via DM and we'll get started.,software_update
"Hello , I checked as said. It's shows iPhone 7 n also to activate ? How to activate meanwhile I m using it already . Thanks","Please meet up with us in DM. We want to gather a few details about your phone and the message you see, so we can better assist.",device_setup
"having problems with iOS 11 Cover Sheet on iPhone X... Randomly it s completely blank, no notifications, lock, or login options. Reqs reboot. Want a video of it?","Let's look into this together. To start, can you tell us what iOS version you're currently on? Also, when did you first notice this behavior?",apple_id_login
Keep getting this message when trying to access the iCloud website on my windows desktop. Also not able to sign in to the iCloud app also on my desktop. Help?,We'll be happy to assist. When did this start happening for you? Are you trying to connect through a cellular connection or over Wi-Fi?,apple_id_login
iPhone is going to the dogs it seems. Sick of so basic issues after os11 upgrade. Pls work on it like before. 1/2,"We'd like to see if we can help with your iPhone. DM us the issues you're experiencing, and we'll go from there.",software_update
i cant open my itunes and appstore!! it says cant connect....,We've got your DM and will continue with you there. Be on the lookout for our reply!,app_store
This iOS 11 draaaaaaiiinnnnnssss your battery.. omfg!!!!! fix this shit!,Let's get to the bottom of the battery issues you are seeing. Could you join us in DM with more info?,battery_issue
My Phone got stolen so had get new phone and then it sends my apple id verfication code to my old phone??? Very clever....................... forgot my email password I used so can't check my emails why send it to phone I don't even have!!!!,For this you'll want to check into Two-Factor recovery options by following this article:,apple_id_login
So I have a question. How come every time you update iOS the battery life goes down? You would think that you could make sure it stays the same.,Let s team up on this situation. Could you let us know more details via a DM? We ll keep moving forward from there.,battery_issue
Why the search tool on iOS 11 doesn t find apps by name if they re partially written?,It should be able to update in real-time. Try going to Settings > Siri & Search to see if Suggestions in Search is turned on.,software_update
"How exactly am I supposed to try it again, if it never asked me to activate in the first place.",Let's look into that. Send us a direct message and we'll go from there.,device_setup
I can t download anything in the App Store :(,Let's look into this App Store issue for you. What happens when you attempt to download something? Let us know in DM.,app_store
(in the current environment we are never sure that the activation lock screen is from iOS ...),We want to do our best to address your concerns. Let's go ahead and meet in DM and we'll continue there.,account_security
Aye that update yesterday didn t fix the battery issue at all. Y all need to do something ASAP,We can help. We're you able to go through the article we sent you?,battery_issue
Notes App constantly lags for 10-30s on iOS 11-11.0.3 for iP7 and new iPad Pro. I rely heavily on the notes app so I need to know if there's a solution in the works? Super frustrating and performance hindering bug :(,We would like to take a look at this for you. Reach out to us in DM with more information.,device_setup
"It's crazy how I haven't had an iPhone charger last more than month, Do better",Accessories that came with the phone have the same warranty. Please DM your iOS version so we can review your support options.,charging_issue
What the heck...what s up with the new update and battery power draining rapidly?! #applesupport,"Did you just update? Also, what's the device model? Send us a DM.",battery_issue
yes but i don t get why it said my phone was dead when it was charging perfectly fine the afternoon before,DM us using the link below. We'll look into this further from there.,charging_issue
So shall I update to the new iOS and try updating my apps then because my billing info has never experienced any issues before,Occasionally you may need to verify the information used in the App Store to complete an update or download.,billing_refund
Those aren t the problem. My iPhone 6s worked fine with it. I heard some of the 8/8+s have Bluetooth problems,"Let's continue in DM where we can investigate further, and offer a solution so you can enjoy Bluetooth functionality.",device_setup
"Nope, message never came back. Weird cause I saw it all initially then half of it disappeared (was long). Bluetooth does reconnect","Are these messages that went missing SMS messages or all iMessages? If they are all iMessages, have you tried signing out of iMessages and signing back in? Send us a DM.",device_setup
thx you ve been so helpful BUT my iphone is overheating and losing 100% charge now since updating?!? Took cover off still HOT,Help is on the way. Are you noticing that this happens with one app or all apps? Please reply in DM.,battery_issue
please help! I can't verify my apple ID with verification code because I no longer have the the trusted number,We know how important it is to have access to your account. Do you still have the trusted device?,apple_id_login
"I think that is not effective bescause i have the same errors with the iOS 11, 11.0.1 , 11.0.2 then you see that solution in iOS 11.0.3 !!!!",Sometimes updating can resolve issues. We would like to have you update to ensure we've tried that step. Can you try that for us?,software_update
MY PHONE WONT CHARGE. IT FREEZES. GLITCHES. THE WIFI WONT TURN OFF. ALL. @ ONCE. 3rd PHONE SINCE SEPTEMBER,We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version.,charging_issue
Power problems persist even after installing IOS 11.0.3. Stops charging after a few minutes. IOS update a disaster.,We're here to help. Which model device are you using? Are you using the Apple branded charging cord and adapter?,charging_issue
I have had the absolute worst experience with - appleID has made my life hell for 2 DAYS!!,This is not the experience we want you to have. What seems to be going on? Let us kn ow in DM.,apple_id_login
The only Bluetooth device I have connected to it is my MacBook Pro which has Bluetooth on but I rarely ever use features requiring Bluetooth transmission between the two,Got it. What country do you live? Let's continue in DM please.,device_setup
My phone keep fucking freezing I fucking hate the new update can y all fix y all update,Thanks for contacting us today. We want to help. Which apps are you using when this occurs? Please send us a DM with your answer.,software_update
Help! How do I delete all photos from my iPhone but keep them on iCloud? #apple,Hi there! Are you using iCloud Photo Library? Let us know in a DM.,icloud_sync
help pls when I sync new music from iTunes to my phone it changes to the wrong artwork all the time,We'd be happy to look into what's going on. Does this happen with every album?,icloud_sync
"It's the adapter for the iPhone 7plus. It goes in and out, sometimes static","To confirm, does your audio sound clear when connected directly to your iPhone?",charging_issue
o app store simplesmente sumiu do meu telefone como devo proceder,"Since our Twitter support is available in English, get help at or join",app_store
Hi! How can I get a refund for all the apps that don t work anymore because they haven t been updated to IOS 11?,"We'd like to get you pointed in the right direction. To see if the option is available, please reach out to our iTunes Store support here:",billing_refund
It s synced to my iCloud,OK great. So try removing & reinstalling the Notes app and see if that fixes the problem.,icloud_sync
You don t realize how much you appreciate a working phone charger until you have to find s special spot for your phone to charge #fix,"We know how important a working charger is, so we'd be happy to help. To start, DM us which iPhone you're using.",charging_issue
The new iPhone has come out and now my #iphone is fucking up like crazy. Another reason why I m going back to Android.,We'd like to look into the issues you're having. Please DM us more about the problems you're experiencing.,device_setup
Thanks for the response. I'm trying to update to 11.2. Let me see if that works.,"Great! Please, keep us posted on the results.",software_update
I already did. And I received the money back. But I'm not sure what I'm supposed to do with the songs now. Do I delete them or ?,iTunes Store support would still be the best to advise you on this. Reach back out to them and they'll get you taken care of!,billing_refund
my phone won't turn on and its been on the charger for so long so idk what to do ://// I need help :(((,"Thanks for taking the time to reach out. We're here to help whenever possible. To get started, let's work through the steps here: Let us know if that helps.",charging_issue
"since iOS 11 apps like Yelp, Open Table and others aren t updating over the AppStore? You always have to delete it and reinstall",That's now how we'd expect those apps to behave. Let's look into this a bit further. Do you get an error message when you try to update? Do you have to delete them each time an app update is available? Are you able to redownload the updated version without issues?,app_store
"Originally tried via the App Store, that didn t work. Then attempted clean install. No now version of OS will install. Tried time fix, nope",We want to make sure we cover all the bases before we move forward. Is the Mac backed up via Time Machine?,app_store
iOS 11 Bluetooth connectivity always on has to change,We can help! Take a look at this article for how this feature works in iOS 11: DM us any questions,device_setup
Music app on my iPhone refuses to save my desired order for a playlist (or sync order from iTunes). Please help!,Let us help you get this sorted out. Can you tell us which iOS version you are using on your iPhone?,icloud_sync
can i create a new apple ID without losing everything from my phone?thanks,We're here to help. Let's take this to DM so we can better assist you.,apple_id_login
Is there a supported brands for a splitter for headphones and charging at the same time for iPhone 7+?,We provide 2 types of adapters for you to charge and listen to your headphones. Check them out here:,charging_issue
"Ain t that the truth! Broken alarm, freezing, no signal, no calls, broken apps. Expect big, bad things with iOS11.",We'd love to assist you with any issues that you're experiencing. Please click here to join us in DM. We'll continue there:,software_update
My iBooks are not syncing across my devices #FirstWorldProblems. I need my paddles!!!,Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this.,icloud_sync
"Yes I do. Even within my Sonos-System I can select those playlists. But not within Carplay. Seems, that these categories have been forgotten inside Carplay?","Playlists should be available to play like this: If you're still unable to play them, try setting up CarPlay again like this: Let us know if you have questions.",device_setup
like fml is it this hard to reverse unauthorized charges? last time this happened it was one quick email,"We'd like to help. This may help: If it doesn't, reach out to iTunes here:",account_security
Battery performance is very bad. Have to maintain other mobile along with Iphone in travelling. 100% charging come to low till 3-4 hours. If u r not improve this situation it will sever prob in emergency where as other brands mobiles giving 36-48 hours with similar usage,We definitely want to ensure that you have a reliable charge when you need it most. Let us know via DM if the steps listed here help:,charging_issue
what s your return policy on opened & used MacBook laptops within the 14 day return period? Full refund?,"We d like to point you in the right direction for your return question. Was it purchased at an Apple Store, or online?",billing_refund
my iPhone 8 didn t come with the headphones connected to the adapter. I have to use the adapter to connect it. But how comes others on their headphones it s already on theirs in one piece?,Thanks for bringing this to our attention. We want to make sure that you received all the accessories correctly with your iPhone 8 purchase. Where did you purchase your iPhone 8?,charging_issue
Manchester Arndale too busy to pick up phone so just cut me off x 3. No receipt for my Mon purchase - mis typed email? Help,We'd like to see how we can help. Let us know in DM if the email can be found in the spam or junk folder:,billing_refund
my iPhone X keeps dropping Bluetooth. Need help. Thanks.,"You're in the right place for help! We want you to enjoy your favorite Bluetooth devices. So we can provide the best support, may we have the iOS version shown in Settings > General > About and have a description of what exactly happens?",device_setup
"my daughter's new-ish iphone 6s's battery is terrible, can we do some diagnostics on it?","Hi, thanks for reaching out. We want to help get your daughter s iPhone working as it should. Please DM us to get started.",battery_issue
My iPhone doesn t have an App Store. I don t understand what is happening.,We'd like to look into this a bit more with you. Could you join us in DM to get started?,app_store
I was charging my phone and it still died on me... wtf y'all got going on these iPhone batteries are ass,"We'd like to find out why that happened. Are you using the charger that came with your phone, or is it a different one?",charging_issue
Ok.. is there anyway to recover a locked account other than the trusted phone number? I have no clue what I set it as 8 years ago,You may need the assistance of our Account Security team. Use this link to get started:,account_security
Can I change my 3rd party email address to iCloud alias?,"Yes, you can. This should help to get you started:",icloud_sync
"After Ios 11 i cant get onto my Apple id even though I have the right password, it's asking for a phone number i don't have","Let's look into this together. Please DM us and let us know all about the message you're seeing, and where you're signing in.",apple_id_login
Oh you should fix that security flaw with imessage on iOS 11.2.0 because it would be a shame if someone started bricking your users devices...,We'd love to hear more about this. Can you send us a DM with a few details? We'll join you there.,software_update
I also noticed that the bluetooth lost reach will it be possible to fix this? many thanks,"We can help you with Bluetooth. Check out our article, and DM us if this continues:",device_setup
hey it seems this App Store Italian translation on 11.0.2 is wrong. It should be Aggiornamenti disponibili #iOS11,Thanks for taking the time to let us know. We've passed along your feedback.,app_store
"Received email saying iPhone X payment was rejected. Tried 3 different cards and Apple Pay now, still won t update.",We'd be happy to get you pointed in the right direction. Send us a DM to get started.,billing_refund
just allowed my grandfather 2 be scammed & refused 2 do anything bc we werent law enforcement. We told them a crime was being committed & they stopped nothing! While on the phone w/their team we watched as fraudulent purchases were made. They did nothing!,That's not the experience we want you to have. Please send us a DM with more information with what happened.,account_security
How can I buy a MacBook while in Australia but with invoice for a Slovak company. Is there no way? #help please!! #urgent,Let's get you pointed in the right direction. Reach out to our Online Store team here:,billing_refund
your new update has ruined my phone,Let's get this resolved. What's going on with your iPhone?,software_update
. you guys charge me twice for one subscription like why,Our iTunes Store Support team can check into that charge. Reach out at or,billing_refund
I've bought like 3 different chargers and my phone keeps saying it isn't compatabile and it isnt charging help,Thanks for reaching out. The steps in this article may help please DM us if the issue continues.,charging_issue
"Hi, my App Store has been messing up since I downloaded iOS11 , can t download apps nor update apps.",Let s work together so you can get your Apps updated. Which device are you using? Let us know via a DM. We ll go from there.,app_store
"I contacted you guys and no one can help me. Just fix the app, update it.","Since this particular issue is not handled over Twitter, we'd recommend to continue and work with the iMovie team who are best suited to look into this with you:",software_update
"So I ve installed 11.0.3 and waited... still missing photos on iPad Air, it just won t sync. What next? Full restore from b/up",We would like to help. Go ahead and DM us some more details of the steps you have already taken and we can work together.,icloud_sync
iOS 11.1.1 and my phone sometimes restarts itself randomly but the App Store hasn t been working for about a month or two now,"We'll take a look at that as well. When you mention that your phone won't tell you anything needs to be updated, are you talking about having notification issues too? What happens when you try to download a new app?",app_store
"hi, do your apps update on their own if you don't have appstore on your phone?",The app store can't be removed from the iPhone. Are you not seeing it?,app_store
"it s been reset, and ios 11.1.2",Thanks. Does Messages crash on both Wi-Fi and cell data? Let us know in DM:,software_update
"something went very wrong here (by the way, changed all passwords and told iCloud to erase iPad - still waiting for erase and using iPad)","We'll work together towards a solution. To clarify, were you able to enter the Apple ID and password? If so, what happened afterwards?",icloud_sync
I m just trying to update twitter and the App Store is asking me to do this so I enter my CVV and it get s declined,Hey there! We'd like to help. DM us and give us more detail about the issue. We'll go from there.,app_store
IOS 11 is a slow runner on Iphone 6. e.g. when start writing a whatsapp message I need wait some secs until the words appear after tap em,Let's look into that. Send us a DM and we'll go from there.,software_update
Mine has been painfully sluggish since the upgrade but I have too much going on to troubleshoot at the moment.,We'd love to help when you have some time. Just send us a DM and we'll get started.,software_update
"i am on iOS 11.2 Public beta but still getting this pop up, besides the App Store Bluetooth Pop up",Could you meet us in Direct Message so we can take a closer look at this?,app_store
"from my 7+ to iPhone X, I still see uploaded photos on Photos appear for importing everytime I sync/backup on my Mac.Pls kindly fix this. Thanks",We are here for you. Let's take a look at this further for you. Reach out to us in DM.,icloud_sync
"it says there are no downloads available for my apple id, but when viewing my pre-order, the album is there.",Are you able to download the album from your purchase history? Give it a try and let us know:,apple_id_login
charger failed me once again,Reliable power is important. Please tell us a little more about the issue.,charging_issue
how do I get password screen to appear if I m wearing gloves? Phone is awake but won t show passcode numbers so I can t do anything unless I take gloves off,Let's take a look at this for you. Are you using Touch ID with your iOS device?,apple_id_login
my iphone 8 plus bluetooth is having issues and will not connect to anything.,We'd like to take a closer look. Send us a DM to continue.,device_setup
FIX. THIS. UPDATE. MY PHONE HAS BEEN ACTING UP EVER SINCE THIS UGLY UNNECESSARY UPDATE. FIX. IT.,Thanks for reaching out to us. What's going on with your iPhone? DM us along with the iOS version you have installed.,software_update
I cannot login after High Sierra Update to my MacBook Pro . Any suggestions? #MacBookPro,We'll help in any way we can. What happens when you try to log in? Are you getting a specific error message?,apple_id_login
The appstore wont let me download or update anything! HELP!,"Hey, we can help you get those apps downloaded/updated. Which device is this on and what's the software version?",app_store
"Your latest iOS 11 ""Update"" is even worse. Up at 4:30 with 100% battery, by 7:30 it is 45%. Are you kidding me?",Let's take a look into this together. Meet us in DM with the specific version of iOS 11 you're running. See you there.,battery_issue
Yo ever since I updated my phone it has been connected to a different Apple ID. I can t update any of my apps because of this.,Thanks for reaching out and providing detailed information. We want to help. Let's continue this conversation in DM. Do you have more than one Apple ID?,apple_id_login
"(2/2) ... and my battery doesn t die constantly throughout the day. In fact, how about offering a roll-back to iOS 10?",We re glad to help with your battery and other features that you ve noticed changes in. Please start by explaining everything you ve noticed and we ll start from there via DM.,battery_issue
"what is going on with the new update ? Driving me nuts, making me spell out EYE for the letter I",We can help you out. Take a gander at the following article and DM us with any questions. Thanks.,software_update
Ever since I updated to iOS 11 my phone has been freezing !,We want to help out with your iPhone. Reach us via DM to continue.,software_update
iCloud photos are not missing. it s the ability to sync with photos from Photos app that has dissapeared,Thank you for clarifying that for us. Please reach out to our Photo experts to help you out with this here:,icloud_sync
"N o consigo passar minhas fotos e v deos pra nenhum canto, principalmente o Google fotos. Ser que iCloud travando? Sinto que vou perder tudo",We offer support via Twitter in English. Get help in Spanish here: or join,icloud_sync
I update my device as soon as the update comes. See I have seen which apps take up battery and I have no objection. My only objection is why does my phone turn off automatically at around 5-7%. And when I plug in it restarts.,"For our next steps, have you made sure to check all the steps here to make sure we're getting the most out of that battery: Let us know in DM to continue.",battery_issue
How Do I get this freakin U2 album off my phone???? I can t even sign in now!,We'd love to help. Click here to join us in DM and provide us with the details of what's happening:,apple_id_login
When it s charging my iPhone 6 thinks it s connected to headphones . iOS11 is the gift that keeps giving,We're here to help. Let's take this to DM so we can better assist you.,charging_issue
Updated to IOS 11.0.2 and now my iPhone won't stop freezing... what's the deal with this .... literally frozen about 30 times in the space of 5 minutes,Does it freeze during any specific app or usage? Let us know we can definitely help.,software_update
"help! Caught in a viscous circle. I restart, log in, then this. Restart, log in, this. Repeat. What can I do?","Let's see what we can do to get this resolved. Do you have any other user accounts? If so, do you get the same thing when you log into another user? Reply in DM to get started.",apple_id_login
what type of dumb update idea is this!!! Irene... I can t even spell my name,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,software_update
"Hi, some photos have disappeared from my iCloud. Any ideas why? Or if I can get them back? Thanks!",We'd be happy to look into this with you. Send us a DM with more details. We'll help you there.,icloud_sync
iOS 11. Battery life very poor. Facebook and Snapchat can t access photos. No options in menus. Please advise,We can help with battery life. Send us a DM to continue.,battery_issue
#IOS11 is the worst update ever! Apps don t work when on wifi & Bluetooth connections stop if I touch my phone. sort it out!,We'd be happy to check it out. What happens when you try to use an app? Which device model do you own? Let us know in DM.,device_setup
"It started after the update before 11.11 and for some reason the update hasn t been loading, I have checked the past few days and it won t load",What happens when you try to update the apps in the App Store? Do you see an error message?,software_update
"Can't access itunes, cloud and app store with new ios update. Now I have to put the phone down and talk to people. help!",We would like to help with this. Are you getting any kind of error message? Does it happen on Wi-Fi and cellular data?,app_store
So... battery life on iOS11. Hey get your devs on it. Holy mackerel.,We'd like to dig in to your battery life issue. DM us with what type of device you're using.,battery_issue
"sign into iTunes keeps popping up, but when i sign in it says it couldn't connect. won't go away after hitting cancel.","Thanks for reaching out to us, we're here for you. What Apple device are you seeing this message on and which OS version is it currently running?",apple_id_login
Quick one! Trying to trial my preorder for X tonight. Apple Pay not an option in Apple Store App AU? I have set up Apple pay,"We can help. For additional assistance, reach out to our Online Sales Support team here:",device_setup
"Hey how about instead of facial recognition, you work on a charger that doesn t burn me to my soul if my leg briefly touches it.",That is not the experience we want you to have. Let's look into this for you. Send us a DM and we can check on a few options.,charging_issue
This iOS 11.0.3 got freeze bugs b,We can help with your device freezing. When do you notice this issue? Which iPhone do you own?,software_update
"hi just got this email through, haven t made any purchase and assume it s a scam can you confirm?",We understand wanting to verify if this is really from us. This email is a phishing email and is not from us. Check out these tips to identify if an email is legitimate or not:,account_security
Yes unfortunately it just got worse and worse with the iOS 11 updates. Any ongoing work to improve? Thanks and happy weekend!,Thanks for confirming. We can certainly take a closer look. Send us a DM and we'll work together from there.,software_update
Fed up with Bluetooth turning on randomly every day,"Are you noticing this behavior in Settings, or in Control Center? We'd like to help in any way we can.",device_setup
Everyone should be aware that there are scammers calling people saying their iCloud accounts have been compromised. 240-237-1031 & 747-212-0261. Others are reporting this as well.,"Thanks for reaching out about this. If you haven't already, please take a look at this resource that discusses suspicious phone calls and phony support calls attempts: DM us if you have any additional questions or concerns.",account_security
Guys my iPhone 5S is freezing since I woke up this morning.(now it is 10AM in India). After every few moments the screen becomes like this,Let's work together to figure out what may be causing this to happen. Join us in DM with more details about when this behavior started.,software_update
Thank you. Twitter didn t notify me of your reply :( so restored phone & ok now. Was phone storage not iCloud.,"We're glad to hear the issue has since been resolved. Let us know if you have any further questions. Additionally, there may have been a new update to iOS 11. If you're not on iOS 11.1.1, we'd recommend backing up and updating to that latest version.",icloud_sync
"my iPhone says I have no space left in iCloud, and i have made no backups. When I try to clean iCloud Drive I can t. Plus I shouldn t have data there, as I deleted it.",We understand how important it is for your iCloud storage to work correctly. We're here to assist. Please meet us in DM and we'll work towards a resolution together.,icloud_sync
How can an iPhone charger that CAME WITH the phone suddenly say it doesn t support the phone.. dog shit!,"We know how critical it is to be able to charge your iPhone. Please try all steps in section ""If an alert says that your accessory isn't supported or certified"" here: If this doesn't help, please DM us the exact version of iOS running.",charging_issue
The update of iPhone is beyond shit.The battery is running fast like when i drink water. I m so upset and i don t like being upset.,"We'd be happy to look into this with you! To begin, let us know via DM if you have any pending app updates.",battery_issue
why can t I use any of the iPhone apps without them freezing? Music won t even load! It s just frozen,Have you updated to iOS 11.1.1 yet? Are all your apps updated in the App Store? Send us a DM and include the country you're in.,software_update
your new update is the worst thing ive ever done to my phone it freezes and shuts down and I am getting pissed,"We'd be happy to look at this. To confirm, are you fully updated to iOS 11.1.1?",software_update
Updated my iPhone to iOS 11.0.3 and regret it immediately. Thanks for always ruining good things,We want to help. Send us a DM letting us know which country you are located in to start.,software_update
.not update on icloud website? How do I force sync? 2/2,Send us a DM and let us know what version of iOS and macOS you're running. We'll go from there.,icloud_sync
"after ios 11.1.2 upgrade am facing issues when am working and accessing my iphone and ipad, it keeps loging off and lock me out asking for passcode. This happens every minute its really frustrating","We've got the fix you need for that restart issue. Follow these steps here: to update your iPhone to iOS 11.2, and let us know if you see any other issues after that update.",apple_id_login
So I some how deleted all my notes from my iCloud and am not sure if I can get them back.,We can help! Do you see them in the Recently Deleted folder? This article has more information:,icloud_sync
I didnt want to re-purchase I got charged today. Please help to unsubcribe and get refund. Thank you!,We can get you pointed in the right direction. For billing issues get to the experts here:,billing_refund
"Hi, there are multiple issues which I am facing. Not able to use keynote in iPhone. Photos don't get downloaded in iPhone. I have got my Mac linked with iCloud in backing up the data, I would like to unsynch the same. Prompt support will be appreciated.",Hey there. We would love to see how we can get each issue resolved for you today. Please meet up with us in DM at the link below and we'll get started. Send us a message with your current iOS version and iPhone model there.,icloud_sync
when my Bluetooth earphones are connected my keyboard will not appear #iphoneSE any ideas???,We can look into this with you. Which version of iOS are you using? Have you already tired restarting your iPhone? Please reply in DM.,device_setup
Oh your new iOS update for iPhone 7 has reduced battery life on my phone by 50%. Pathetic.,We're here to help. Which iOS version did you update to?,battery_issue
app store downloads have been impossibly slow for the last week since iOS11 & I mean impossible,We'd like to help! Send us a DM with the country that you are located in to continue.,app_store
just received this email. Is this legit or is it a scam???,Here's a resource that will help to identify legitimate emails and how to report suspicious emails:,account_security
"I am trying to install a free app, and it keeps asking me for billing information, and it keeps declining my billion information. I need help",Our iTunes Store team would be happy to take a look into this with you. You can reach out to them here,billing_refund
"An airplay button as a control centre option would save the audio playback double step for those frequently switching between AirPods, airport express (into audio system) and iOS device","We're here to help. While in Control Center, press deeply or touch and hold on the audio card. The Airplay option will be on the top right of the window as long as multiple sources are available. This article will show you more:",device_setup
It won t let me update it and I m getting charged for 4G data use,Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,billing_refund
how do I cancel charges for icloud? I dont have an iphone anymore!,We are glad to help get you with the team that can help you cancel your iCloud storage subscription. You can reach out to them here:,icloud_sync
Is this real or an attempt to hack my iCloud ?,"It is hard to determine based on the picture you sent. However, use this article for steps on how to determine whether an email is legitimate or not:",account_security
Hey why won t my brand new iPhone 7 record audio in any of my videos?,We'd be happy to look into this with you. It's important to be able to have sound available in your videos. Can you provide us more details of this issue? Are you experiencing this with screen recordings or recordings using the Camera?,device_setup
Love how I have to keep my iphone 7 plugged in so it won't die every few min..... thanks !,We want you to have a phone that works for you. Does this occur while using certain apps?,charging_issue
My iPhone overheated so much while charging I had to put it in the fridge screw you,This is not the experience we want you to have. Reach out to us in DM with more information on what occurred.,charging_issue
"Bc of IOS 11 my phone freezes and restarts, volume buttons don t work, can t listen to music right, battery drains super fast. fix it",We want your iPhone to work for you. Please DM us which country you're in and which model iPhone you have. We'll help there.,battery_issue
auto update doesn t work even I plug in at night,We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?,software_update
Is it okay to play online games with my iphone while charging the battery?,Hello. You can use the iPhone while charging. Check out this article for more information:,charging_issue
since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,We'd love to look into the issues with your iPhone 6s' battery with you. DM us which country you're in and we'll get started on some options.,battery_issue
suspect fraud for you to look into #fraud #crime #dontfallforit,We can help. This looks like a phishing attempt. See how to handle and report these here:,account_security
After the last update of my iphone it's SUPER slow and the battery life halved. Are you going to fix this in the next update? And when will it be? I don't want to walk around with a charger all day,"Thank you for reaching out to us. We'd like to help you improve your device's battery life. First, we will need to gather more information to better isolate the issue. Can you DM us what type of iPhone you have and how many times you have to charge the device a day?",charging_issue
Two apps that I did not purchase appeared on my iPhone. Also received notification of $1.99 weekly subscription to one. WTF?,Start with this article for help: More questions? iTunes Store support can help:,billing_refund
